datapath   port   port-speed(B/s)

07          1        4534.5
07          2        2582.6
07          3        2453.5
07          4        1381.4
07          5          60.1

08          1        2580.0
08          2        1380.0

datapath   port   port-speed(B/s)
01          1        8157.8
01          2          59.9
01          3        5724.3
01          4        2511.5
01          5        1948.1
01          6        2577.4

02          1        5718.6
02          2        5715.6

03          1        5715.6
03          2        4521.0

04          1        1946.1
04          2        2006.0

05          1        2006.0
05          2        1378.6

06          1        1378.6
06          2        2637.4

07          1        4521.0
07          2        2509.0
07          3        2634.7
07          4        1377.2
07          5          59.9

08          1        2574.9
08          2        1377.2

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.8
01          3        5766.9
01          4        2629.5
01          5        2002.0
01          6        2629.5

02          1        5766.9
02          2        5644.4

03          1        5644.4
03          2        4512.0

04          1        2000.0
04          2        1940.3

05          1        1940.3
05          2        1313.4

06          1        1312.1
06          2        2564.6

07          1        4507.5
07          2        2626.9
07          3        2567.2
07          4        1373.1
07          5          59.7

08          1        2629.5
08          2        1374.5

datapath   port   port-speed(B/s)
01          1        8218.0
01          2          59.5
01          3        5738.4
01          4        2619.0
01          5        1932.6
01          6        2619.0

02          1        5738.4
02          2        5800.8

03          1        5744.0
03          2        4494.0

04          1        1934.5
04          2        1934.5

05          1        1934.5
05          2        1369.0

06          1        1369.0
06          2        2619.0

07          1        4525.5
07          2        2574.4
07          3        2637.4
07          4        1252.7
07          5          59.9

08          1        2619.0
08          2        1369.0

datapath   port   port-speed(B/s)
01          1        8333.7
01          2          60.3
01          3        5819.1
01          4        2527.1
01          5        2020.1
01          6        2650.6

02          1        5824.9
02          2        5634.8

03          1        5692.5
03          2        4492.5

04          1        2020.1
04          2        2020.1

05          1        2020.1
05          2        1326.6

06          1        1328.0
06          2        2655.9

07          1        4465.5
07          2        2577.4
07          3        2637.4
07          4        1318.7
07          5          59.9

08          1        2653.3
08          2        1200.0

datapath   port   port-speed(B/s)
01          1        8199.2
01          2           0.0
01          3        5707.2
01          4        2629.5
01          5        2002.0
01          6        2629.5

02          1        5701.5
02          2        5698.5

03          1        5704.2
03          2        4512.0

04          1        2002.0
04          2        2002.0

05          1        2002.0
05          2        1373.1

06          1        1373.1
06          2        2626.9

07          1        4498.5
07          2        2621.6
07          3        2621.6
07          4        1370.4
07          5          59.6

08          1        2624.3
08          2        1371.8

datapath   port   port-speed(B/s)
01          1        8212.6
01          2          59.8
01          3        5709.9
01          4        2571.9
01          5        1943.1
01          6        2634.7

02          1        5709.9
02          2        5772.7

03          1        5772.7
03          2        4516.5

04          1        2004.0
04          2        2004.0

05          1        2002.0
05          2        1375.9

06          1        1375.9
06          2        2572.3

07          1        4525.5
07          2        2574.4
07          3        2577.4
07          4        1318.7
07          5          59.9

08          1        2637.4
08          2        1318.7

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.8
01          3        5772.7
01          4        2629.5
01          5        2002.0
01          6        2569.7

02          1        5772.7
02          2        5712.9

03          1        5707.2
03          2        4452.2

04          1        2002.0
04          2        2002.0

05          1        2004.0
05          2        1375.9

06          1        1374.5
06          2        2629.5

07          1        4452.2
07          2        2629.5
07          3        2566.7
07          4        1374.5
07          5           0.0

08          1        2569.7
08          2        1374.5

datapath   port   port-speed(B/s)
01          1        8250.7
01          2          59.7
01          3        5638.8
01          4        2569.7
01          5        1877.6
01          6        2629.5

02          1        5644.4
02          2        5766.9

03          1        5766.9
03          2        4449.2

04          1        1879.5
04          2        1939.2

05          1        1939.2
05          2        1374.5

06          1        1374.5
06          2        2566.7

07          1        4458.1
07          2        2574.9
07          3        2634.7
07          4        1377.2
07          5          59.9

08          1        2624.3
08          2        1371.8

datapath   port   port-speed(B/s)
01          1        8204.4
01          2          59.8
01          3        5772.7
01          4        2629.5
01          5        2004.0
01          6        2569.7

02          1        5784.2
02          2        5784.2

03          1        5772.7
03          2        4516.5

04          1        1941.2
04          2        1941.2

05          1        1941.2
05          2        1316.1

06          1        1317.4
06          2        2574.9

07          1        4503.0
07          2        2624.3
07          3        2564.6
07          4        1371.8
07          5          59.6

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8149.7
01          2          59.9
01          3        5778.4
01          4        2637.4
01          5        1946.1
01          6        2634.7

02          1        5727.0
02          2        5667.7

03          1        5684.5
03          2        4494.0

04          1        1932.6
04          2        1995.0

05          1        1995.0
05          2        1367.7

06          1        1367.7
06          2        2616.5

07          1        4498.5
07          2        2621.6
07          3        2621.6
07          4        1370.4
07          5          59.6

08          1        2616.5
08          2        1367.7

datapath   port   port-speed(B/s)
01          1        8141.6
01          2          59.8
01          3        5772.7
01          4        2569.7
01          5        2004.0
01          6        2632.1

02          1        5807.4
02          2        5807.4

03          1        5795.8
03          2        4534.5

04          1        2014.0
04          2        1890.8

05          1        1890.8
05          2        1382.8

06          1        1381.4
06          2        2642.6

07          1        4539.1
07          2        2582.6
07          3        2642.6
07          4        1322.6
07          5          60.1

08          1        2645.3
08          2        1322.6

datapath   port   port-speed(B/s)
01          1        8144.6
01          2          59.8
01          3        5647.1
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        5647.1
02          2        5772.7

03          1        5778.4
03          2        4335.3

04          1        2008.0
04          2        2008.0

05          1        2006.0
05          2        1317.4

06          1        1318.7
06          2        2637.4

07          1        4326.7
07          2        2632.1
07          3        2632.1
07          4        1374.5
07          5          59.8

08          1        2637.4
08          2        1378.6

datapath   port   port-speed(B/s)
01          1        8250.7
01          2           0.0
01          3        5701.5
01          4        2629.5
01          5        2000.0
01          6        2629.5

02          1        5707.2
02          2        5761.2

03          1        5766.9
03          2        4512.0

04          1        2000.0
04          2        1998.0

05          1        2000.0
05          2        1373.1

06          1        1373.1
06          2        2567.2

07          1        4516.5
07          2        2632.1
07          3        2572.3
07          4        1375.9
07          5          59.8

08          1        2624.3
08          2        1371.8

datapath   port   port-speed(B/s)
01          1        8149.7
01          2          59.9
01          3        5778.4
01          4        2632.1
01          5        2006.0
01          6        2569.3

02          1        5772.7
02          2        5718.6

03          1        5718.6
03          2        4461.1

04          1        2004.0
04          2        2006.0

05          1        2006.0
05          2        1377.2

06          1        1375.9
06          2        2632.1

07          1        4461.1
07          2        2634.7
07          3        2632.1
07          4        1317.4
07          5           0.0

08          1        2640.0
08          2        1320.0

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5453.2
01          4        2572.3
01          5        2004.0
01          6        2509.5

02          1        5453.2
02          2        5704.2

03          1        5704.2
03          2        4323.7

04          1        2004.0
04          2        2004.0

05          1        2002.0
05          2        1374.5

06          1        1375.9
06          2        2632.1

07          1        4323.7
07          2        2569.7
07          3        2632.1
07          4        1374.5
07          5          59.8

08          1        2509.5
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8250.7
01          2          59.7
01          3        5707.2
01          4        2626.9
01          5        1940.3
01          6        2567.2

02          1        5707.2
02          2        5766.9

03          1        5766.9
03          2        4507.5

04          1        1940.3
04          2        2000.0

05          1        2002.0
05          2        1314.7

06          1        1313.4
06          2        2626.9

07          1        4507.5
07          2        2626.9
07          3        2626.9
07          4        1373.1
07          5          59.7

08          1        2504.5
08          2        1373.1

datapath   port   port-speed(B/s)
01          1        8292.0
01          2          60.0
01          3        5790.0
01          4        2640.0
01          5        2010.0
01          6        2577.0

02          1        5795.8
02          2        5672.7

03          1        5661.3
03          2        4467.0

04          1        2014.0
04          2        1953.9

05          1        1953.9
05          2        1382.8

06          1        1382.8
06          2        2585.2

07          1        4471.5
07          2        2642.6
07          3        2582.6
07          4        1381.4
07          5          60.1

08          1        2577.0
08          2        1380.0

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5772.7
01          4        2632.1
01          5        1944.2
01          6        2569.3

02          1        5766.9
02          2        5766.9

03          1        5709.9
03          2        4516.5

04          1        1940.3
04          2        1940.3

05          1        1940.3
05          2        1371.8

06          1        1373.1
06          2        2626.9

07          1        4512.0
07          2        2629.5
07          3        2629.5
07          4        1314.7
07          5          59.8

08          1        2569.3
08          2        1316.1

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5766.9
01          4        2572.3
01          5        2004.0
01          6        2632.1

02          1        5766.9
02          2        5704.2

03          1        5772.7
03          2        4456.6

04          1        2004.0
04          2        2004.0

05          1        2002.0
05          2        1316.1

06          1        1316.1
06          2        2632.1

07          1        4456.6
07          2        2572.3
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2632.1
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8136.5
01          2           0.0
01          3        5712.9
01          4        2629.5
01          5        2002.0
01          6        2629.5

02          1        5712.9
02          2        5772.7

03          1        5772.7
03          2        4516.5

04          1        2002.0
04          2        2002.0

05          1        2004.0
05          2        1313.1

06          1        1313.1
06          2        2632.1

07          1        4516.5
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2629.5
08          2        1374.5

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5772.7
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        5772.7
02          2        5709.9

03          1        5709.9
03          2        4516.5

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2572.3

07          1        4516.5
07          2        2632.1
07          3        2509.5
07          4        1316.1
07          5           0.0

08          1        2632.1
08          2        1316.1

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5772.7
01          4        2632.1
01          5        2004.0
01          6        2572.3

02          1        5772.7
02          2        5712.9

03          1        5712.9
03          2        4456.6

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1313.1

06          1        1313.1
06          2        2566.7

07          1        4456.6
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.8
01          3        5707.2
01          4        2569.7
01          5        1942.2
01          6        2629.5

02          1        5707.2
02          2        5766.9

03          1        5761.2
03          2        4507.5

04          1        1942.2
04          2        2002.0

05          1        2002.0
05          2        1374.5

06          1        1373.1
06          2        2629.5

07          1        4507.5
07          2        2567.2
07          3        2626.9
07          4        1373.1
07          5          59.7

08          1        2629.5
08          2        1374.5

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5772.7
01          4        2634.7
01          5        2004.0
01          6        2572.3

02          1        5772.7
02          2        5772.7

03          1        5778.4
03          2        4521.0

04          1        2006.0
04          2        2006.0

05          1        2004.0
05          2        1316.1

06          1        1317.4
06          2        2574.9

07          1        4521.0
07          2        2634.7
07          3        2574.9
07          4        1377.2
07          5          59.9

08          1        2574.9
08          2        1377.2

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.8
01          3        5766.9
01          4        2626.9
01          5        1942.2
01          6        2629.5

02          1        5766.9
02          2        5707.2

03          1        5707.2
03          2        4512.0

04          1        1940.3
04          2        1940.3

05          1        1942.2
05          2        1374.5

06          1        1373.1
06          2        2626.9

07          1        4512.0
07          2        2629.5
07          3        2629.5
07          4        1374.5
07          5          59.8

08          1        2626.9
08          2        1373.1

datapath   port   port-speed(B/s)
01          1        8162.5
01          2          59.8
01          3        5772.7
01          4        2572.3
01          5        2004.0
01          6        2632.1

02          1        5772.7
02          2        5772.7

03          1        5772.7
03          2        4516.5

04          1        2004.0
04          2        1944.2

05          1        1944.2
05          2        1316.1

06          1        1316.1
06          2        2632.1

07          1        4516.5
07          2        2572.3
07          3        2569.3
07          4        1316.1
07          5          59.8

08          1        2632.1
08          2        1316.1

datapath   port   port-speed(B/s)
01          1        8207.4
01          2           0.0
01          3        5772.7
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        5772.7
02          2        5772.7

03          1        5766.9
03          2        4452.2

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1377.2
06          2        2571.9

07          1        4456.6
07          2        2629.5
07          3        2629.5
07          4        1374.5
07          5          59.8

08          1        2632.1
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8133.5
01          2          59.8
01          3        5707.2
01          4        2566.7
01          5        1939.2
01          6        2629.5

02          1        5707.2
02          2        5704.2

03          1        5709.9
03          2        4516.5

04          1        2002.0
04          2        1939.2

05          1        1939.2
05          2        1373.1

06          1        1373.1
06          2        2504.5

07          1        4512.0
07          2        2629.5
07          3        2507.0
07          4        1316.1
07          5          59.8

08          1        2629.5
08          2        1314.7

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5772.7
01          4        2571.9
01          5        2004.0
01          6        2634.7

02          1        5778.4
02          2        5655.7

03          1        5638.8
03          2        4447.8

04          1        1945.1
04          2        2008.0

05          1        2006.0
05          2        1378.6

06          1        1378.6
06          2        2637.4

07          1        4452.2
07          2        2569.3
07          3        2632.1
07          4        1374.5
07          5           0.0

08          1        2629.5
08          2        1374.5

datapath   port   port-speed(B/s)
01          1        8204.4
01          2          59.8
01          3        5772.7
01          4        2569.7
01          5        1944.2
01          6        2569.7

02          1        5766.9
02          2        5704.2

03          1        5715.6
03          2        4521.0

04          1        1940.3
04          2        2000.0

05          1        2008.0
05          2        1378.6

06          1        1377.2
06          2        2634.7

07          1        4521.0
07          2        2509.5
07          3        2632.1
07          4        1377.2
07          5          59.8

08          1        2574.9
08          2        1377.2

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5712.9
01          4        2569.3
01          5        2004.0
01          6        2572.3

02          1        5712.9
02          2        5772.7

03          1        5709.9
03          2        4516.5

04          1        2006.0
04          2        2006.0

05          1        1998.0
05          2        1312.1

06          1        1313.4
06          2        2626.9

07          1        4507.5
07          2        2629.5
07          3        2629.5
07          4        1373.1
07          5          59.8

08          1        2569.7
08          2        1373.1

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5647.1
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        5647.1
02          2        5587.2

03          1        5650.0
03          2        4453.6

04          1        2004.0
04          2        1944.2

05          1        1944.2
05          2        1375.9

06          1        1375.9
06          2        2572.3

07          1        4462.5
07          2        2574.4
07          3        2577.4
07          4        1252.7
07          5          59.9

08          1        2634.7
08          2        1252.7

datapath   port   port-speed(B/s)
01          1        8204.4
01          2          59.8
01          3        5772.7
01          4        2634.7
01          5        1881.4
01          6        2632.1

02          1        5778.4
02          2        5778.4

03          1        5778.4
03          2        4521.0

04          1        1944.2
04          2        1944.2

05          1        1946.1
05          2        1377.2

06          1        1375.9
06          2        2632.1

07          1        4516.5
07          2        2632.1
07          3        2569.3
07          4        1316.1
07          5          59.8

08          1        2629.5
08          2        1314.7

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.8
01          3        5766.9
01          4        2567.2
01          5        1939.2
01          6        2629.5

02          1        5761.2
02          2        5761.2

03          1        5766.9
03          2        4452.2

04          1        2000.0
04          2        2000.0

05          1        2000.0
05          2        1313.4

06          1        1314.7
06          2        2629.5

07          1        4452.2
07          2        2569.7
07          3        2629.5
07          4        1374.5
07          5          59.8

08          1        2626.9
08          2        1373.1

datapath   port   port-speed(B/s)
01          1        8081.8
01          2           0.0
01          3        5712.9
01          4        2571.9
01          5        2004.0
01          6        2632.1

02          1        5712.9
02          2        5772.7

03          1        5772.7
03          2        4516.5

04          1        1880.2
04          2        1880.2

05          1        1878.4
05          2        1375.9

06          1        1375.9
06          2        2569.3

07          1        4516.5
07          2        2569.3
07          3        2572.3
07          4        1375.9
07          5          59.8

08          1        2640.0
08          2        1380.0

datapath   port   port-speed(B/s)
01          1        7906.1
01          2          59.9
01          3        5343.7
01          4        2634.7
01          5        2008.0
01          6        2385.6

02          1        5349.0
02          2        5541.0

03          1        5535.5
03          2        4087.9

04          1        2008.0
04          2        2008.0

05          1        2010.0
05          2        1317.0

06          1        1317.0
06          2        2580.0

07          1        4092.0
07          2        2637.4
07          3        2637.4
07          4        1320.0
07          5           0.0

08          1        2385.6
08          2        1318.7

datapath   port   port-speed(B/s)
01          1        8188.1
01          2          59.7
01          3        5761.2
01          4        2567.2
01          5        1940.3
01          6        2567.2

02          1        5715.7
02          2        5653.5

03          1        5659.1
03          2        4476.3

04          1        1925.0
04          2        1984.2

05          1        1984.2
05          2        1300.1

06          1        1300.1
06          2        2543.9

07          1        4471.9
07          2        2549.4
07          3        2546.4
07          4        1362.3
07          5          59.2

08          1        2541.9
08          2        1359.6

datapath   port   port-speed(B/s)
01          1        8218.0
01          2          59.5
01          3        5678.9
01          4        2616.5
01          5        1992.1
01          6        2557.0

02          1        5718.6
02          2        5778.4

03          1        5772.7
03          2        4516.5

04          1        2006.0
04          2        2006.0

05          1        1958.8
05          2        1328.0

06          1        1316.1
06          2        2569.3

07          1        4516.5
07          2        2632.1
07          3        2569.3
07          4        1375.9
07          5          59.8

08          1        2574.9
08          2        1377.2

datapath   port   port-speed(B/s)
01          1        8229.0
01          2          60.0
01          3        5790.0
01          4        2577.0
01          5        1947.0
01          6        2640.0

02          1        5795.8
02          2        5672.7

03          1        5672.7
03          2        4534.5

04          1        1950.9
04          2        1890.8

05          1        1938.4
05          2        1371.8

06          1        1382.8
06          2        2522.0

07          1        4543.6
07          2        2584.8
07          3        2524.6
07          4        1384.2
07          5          60.2

08          1        2647.9
08          2        1384.2

datapath   port   port-speed(B/s)
01          1        8275.4
01          2          59.9
01          3        5778.4
01          4        2571.9
01          5        1946.1
01          6        2634.7

02          1        5772.7
02          2        5647.1

03          1        5704.2
03          2        4512.0

04          1        1944.2
04          2        1944.2

05          1        1944.2
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        4503.0
07          2        2561.6
07          3        2624.3
07          4        1312.1
07          5          59.6

08          1        2626.9
08          2        1313.4

datapath   port   port-speed(B/s)
01          1        8152.7
01          2          59.9
01          3        5652.7
01          4        2574.9
01          5        2006.0
01          6        2634.7

02          1        5658.3
02          2        5784.2

03          1        5727.0
03          2        4407.0

04          1        2008.0
04          2        2008.0

05          1        2008.0
05          2        1318.7

06          1        1318.7
06          2        2637.4

07          1        4411.4
07          2        2582.6
07          3        2642.6
07          4        1318.3
07          5          60.1

08          1        2642.6
08          2        1318.3

datapath   port   port-speed(B/s)
01          1        8250.7
01          2           0.0
01          3        5701.5
01          4        2626.9
01          5        2000.0
01          6        2626.9

02          1        5712.9
02          2        5709.9

03          1        5698.5
03          2        4507.5

04          1        1998.0
04          2        1998.0

05          1        1996.0
05          2        1370.4

06          1        1371.8
06          2        2564.6

07          1        4503.0
07          2        2624.3
07          3        2564.6
07          4        1309.1
07          5          59.6

08          1        2624.3
08          2        1309.1

datapath   port   port-speed(B/s)
01          1        8174.2
01          2          60.1
01          3        5795.8
01          4        2516.5
01          5        2012.0
01          6        2642.6

02          1        5784.2
02          2        5721.3

03          1        5732.7
03          2        4474.5

04          1        2012.0
04          2        2012.0

05          1        2014.0
05          2        1382.8

06          1        1382.8
06          2        2645.3

07          1        4479.0
07          2        2516.5
07          3        2642.6
07          4        1322.6
07          5           0.0

08          1        2642.6
08          2        1321.3

datapath   port   port-speed(B/s)
01          1        8330.0
01          2          59.8
01          3        5772.7
01          4        2572.3
01          5        2004.0
01          6        2572.3

02          1        5766.9
02          2        5707.2

03          1        5707.2
03          2        4512.0

04          1        2002.0
04          2        2002.0

05          1        2000.0
05          2        1373.1

06          1        1373.1
06          2        2626.9

07          1        4507.5
07          2        2569.7
07          3        2629.5
07          4        1373.1
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8141.6
01          2          59.8
01          3        5707.2
01          4        2632.1
01          5        1942.2
01          6        2572.3

02          1        5707.2
02          2        5766.9

03          1        5772.7
03          2        4516.5

04          1        1944.2
04          2        2002.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        4516.5
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5772.7
01          4        2632.1
01          5        2006.0
01          6        2632.1

02          1        5778.4
02          2        5718.6

03          1        5712.9
03          2        4516.5

04          1        2004.0
04          2        1946.1

05          1        1946.1
05          2        1317.4

06          1        1316.1
06          2        2572.3

07          1        4516.5
07          2        2632.1
07          3        2572.3
07          4        1375.9
07          5          59.8

08          1        2626.9
08          2        1373.1

datapath   port   port-speed(B/s)
01          1        8204.4
01          2          59.9
01          3        5778.4
01          4        2632.1
01          5        1881.4
01          6        2569.3

02          1        5715.6
02          2        5778.4

03          1        5772.7
03          2        4516.5

04          1        1885.1
04          2        1948.1

05          1        1946.1
05          2        1377.2

06          1        1377.2
06          2        2571.9

07          1        4521.0
07          2        2634.7
07          3        2571.9
07          4        1377.2
07          5          59.9

08          1        2637.4
08          2        1378.6

datapath   port   port-speed(B/s)
01          1        8196.2
01          2          59.8
01          3        5704.2
01          4        2569.7
01          5        2002.0
01          6        2629.5

02          1        5761.2
02          2        5761.2

03          1        5761.2
03          2        4447.8

04          1        2000.0
04          2        2000.0

05          1        2002.0
05          2        1314.7

06          1        1314.7
06          2        2629.5

07          1        4398.2
07          2        2574.9
07          3        2634.7
07          4        1317.4
07          5          59.9

08          1        2564.2
08          2        1313.4

datapath   port   port-speed(B/s)
01          1        8144.6
01          2           0.0
01          3        5587.2
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        5718.6
02          2        5709.9

03          1        5772.7
03          2        4453.6

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        4498.5
07          2        2621.6
07          3        2621.6
07          4        1370.4
07          5          59.6

08          1        2632.1
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8204.4
01          2          59.8
01          3        5641.4
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        5510.4
02          2        5766.9

03          1        5715.6
03          2        4395.2

04          1        2002.0
04          2        2002.0

05          1        2000.0
05          2        1373.1

06          1        1374.5
06          2        2569.7

07          1        4395.2
07          2        2634.7
07          3        2574.9
07          4        1317.4
07          5           0.0

08          1        2634.7
08          2        1317.4

datapath   port   port-speed(B/s)
01          1        8212.6
01          2          59.8
01          3        5778.4
01          4        2634.7
01          5        1943.1
01          6        2574.9

02          1        5778.4
02          2        5718.6

03          1        5718.6
03          2        4461.1

04          1        1943.1
04          2        1880.2

05          1        1880.2
05          2        1377.2

06          1        1377.2
06          2        2634.7

07          1        4461.1
07          2        2634.7
07          3        2634.7
07          4        1377.2
07          5          59.9

08          1        2574.9
08          2        1377.2

datapath   port   port-speed(B/s)
01          1        8188.1
01          2          59.8
01          3        5644.4
01          4        2567.2
01          5        1940.3
01          6        2626.9

02          1        5707.2
02          2        5766.9

03          1        5766.9
03          2        4449.2

04          1        1940.3
04          2        2000.0

05          1        2002.0
05          2        1311.8

06          1        1310.4
06          2        2626.9

07          1        4449.2
07          2        2567.2
07          3        2626.9
07          4        1374.5
07          5          59.8

08          1        2626.9
08          2        1373.1

datapath   port   port-speed(B/s)
01          1        8267.2
01          2          59.8
01          3        5704.2
01          4        2632.1
01          5        2004.0
01          6        2572.3

02          1        5641.4
02          2        5766.9

03          1        5766.9
03          2        4449.2

04          1        2004.0
04          2        2004.0

05          1        2002.0
05          2        1314.7

06          1        1316.1
06          2        2572.3

07          1        4449.2
07          2        2632.1
07          3        2572.3
07          4        1374.5
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.8
01          3        5772.7
01          4        2629.5
01          5        1942.2
01          6        2566.7

02          1        5772.7
02          2        5650.0

03          1        5587.2
03          2        4453.6

04          1        1942.2
04          2        1942.2

05          1        1944.2
05          2        1313.1

06          1        1313.1
06          2        2569.3

07          1        4453.6
07          2        2632.1
07          3        2569.3
07          4        1375.9
07          5          59.8

08          1        2569.3
08          2        1374.5

datapath   port   port-speed(B/s)
01          1        8220.8
01          2          59.9
01          3        5784.2
01          4        2577.4
01          5        2008.0
01          6        2511.5

02          1        5790.0
02          2        5664.0

03          1        5721.3
03          2        4525.5

04          1        2012.0
04          2        1952.0

05          1        1952.0
05          2        1381.4

06          1        1380.0
06          2        2640.0

07          1        4530.0
07          2        2580.0
07          3        2640.0
07          4        1320.0
07          5          60.0

08          1        2511.5
08          2        1320.0

datapath   port   port-speed(B/s)
01          1        8174.8
01          2           0.0
01          3        5749.8
01          4        2621.6
01          5        1996.0
01          6        2621.6

02          1        5749.8
02          2        5744.0

03          1        5749.8
03          2        4438.9

04          1        1994.0
04          2        1994.0

05          1        1994.0
05          2        1309.5

06          1        1309.5
06          2        2619.0

07          1        4434.5
07          2        2619.0
07          3        2619.0
07          4        1369.0
07          5          59.5

08          1        2616.5
08          2        1367.7

datapath   port   port-speed(B/s)
01          1        8175.1
01          2          58.7
01          3        5601.2
01          4        2583.2
01          5        1966.7
01          6        2768.1

02          1        5601.2
02          2        5850.3

03          1        5844.6
03          2        4489.7

04          1        1966.7
04          2        1966.7

05          1        1966.7
05          2        1349.0

06          1        1352.9
06          2        2529.4

07          1        4494.1
07          2        2583.2
07          3        2524.5
07          4        1350.3
07          5          58.7

08          1        2770.8
08          2        1351.6

datapath   port   port-speed(B/s)
01          1        8259.0
01          2          59.8
01          3        5772.7
01          4        2629.5
01          5        2002.0
01          6        2566.7

02          1        5772.7
02          2        5650.0

03          1        5587.2
03          2        4393.8

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1377.2

06          1        1373.1
06          2        2626.9

07          1        4393.8
07          2        2632.1
07          3        2632.1
07          4        1316.1
07          5           0.0

08          1        2569.3
08          2        1316.1

datapath   port   port-speed(B/s)
01          1        8133.5
01          2          59.8
01          3        5766.9
01          4        2569.7
01          5        1879.5
01          6        2444.2

02          1        5761.2
02          2        5573.1

03          1        5635.8
03          2        4507.5

04          1        1875.7
04          2        1935.4

05          1        1935.4
05          2        1371.8

06          1        1371.8
06          2        2499.0

07          1        4503.0
07          2        2564.6
07          3        2499.0
07          4        1371.8
07          5          59.6

08          1        2441.8
08          2        1373.1

datapath   port   port-speed(B/s)
01          1        8078.8
01          2          59.8
01          3        5650.0
01          4        2632.1
01          5        2066.8
01          6        2572.3

02          1        5650.0
02          2        5772.7

03          1        5772.7
03          2        4453.6

04          1        2066.8
04          2        2066.8

05          1        2066.8
05          2        1316.1

06          1        1316.1
06          2        2757.7

07          1        4458.1
07          2        2632.1
07          3        2757.7
07          4        1375.9
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1        8179.9
01          2          59.6
01          3        5749.8
01          4        2624.3
01          5        1998.0
01          6        2624.3

02          1        5749.8
02          2        5690.2

03          1        5695.8
03          2        4503.0

04          1        1998.0
04          2        1938.4

05          1        1936.4
05          2        1370.4

06          1        1371.8
06          2        2564.6

07          1        4498.5
