datapath   port   port-speed(B/s)
05          1      252763.4
05          2      252259.4

06          1      252008.9
06          2      254262.2

07          1        1313.4
07          2        1371.8
07          3      251570.6
07          4        1373.1
07          5      250133.3

08          1        1996.0
08          2        1370.4

datapath   port   port-speed(B/s)
01          1      756865.7
01          2          59.7
01          3        2626.9
01          4        1373.1
01          5      250881.6
01          6      517724.4

02          1        2626.9
02          2        1940.3

03          1        1942.2
03          2        1374.5

04          1      248736.3
04          2      249604.4

05          1      249355.3
05          2      248469.1

06          1      248717.3
06          2      244808.2

07          1        1377.2
07          2        1378.6
07          3      247767.2
07          4      505314.4
07          5      732495.0

08          1      519211.6
08          2      506397.8

datapath   port   port-speed(B/s)
01          1      893285.4
01          2           0.0
01          3        2634.7
01          4        1377.2
01          5      245545.9
01          6      638567.9

02          1        2634.7
02          2        2006.0

03          1        2006.0
03          2        1317.4

04          1      247819.9
04          2      247381.1

